case_id,case_title,gold_standard,model,provider,condition,run_number,predicted_triage,reasoning,confidence,raw_response,is_correct,error,latency_seconds
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,baseline,2,B,"Findings are consistent with a moderate asthma exacerbation: 12 hours of progressive wheeze/chest tightness, only transient relief despite repeated albuterol use, tachycardia (HR 102), tachypnea (RR 22), and borderline low oxygen saturation (SpO2 93–94% on room air). Although she can speak in full s",78.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Findings are consistent with a moderate asthma exacerbation: 12 hours of progressive wheeze/chest tightness, only transient relief despite repeated albuterol use, tachycardia (HR 102), tachypnea (RR 22), and borderline low oxygen saturation (SpO2 93–94% on room air). Although she can speak in full sentences and has no cyanosis/accessory muscle use (not clearly severe), she needs prompt in-person assessment and likely escalation of therapy (e.g., nebuli",False,,7.61
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,baseline,3,B,"Moderate asthma exacerbation with 12 hours of worsening wheeze/chest tightness, only transient relief after 4 albuterol uses, tachycardia (HR 102), increased work of breathing (RR 22), and borderline hypoxemia (SpO2 93–94% on room air). She is still speaking in full sentences and has no cyanosis/acc",82.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Moderate asthma exacerbation with 12 hours of worsening wheeze/chest tightness, only transient relief after 4 albuterol uses, tachycardia (HR 102), increased work of breathing (RR 22), and borderline hypoxemia (SpO2 93–94% on room air). She is still speaking in full sentences and has no cyanosis/accessory muscle use, making this less consistent with imminent respiratory failure, but she needs prompt in-person assessment and likely additional bronchodil",False,,4.98
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,baseline,4,B,"Findings are consistent with a moderate asthma exacerbation: 12 hours of progressive wheeze/tightness with inadequate response to repeated albuterol, tachycardia (HR 102), increased RR (22), and borderline hypoxemia (SpO2 93–94% on room air). Although she can speak full sentences and has no cyanosis",84.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Findings are consistent with a moderate asthma exacerbation: 12 hours of progressive wheeze/tightness with inadequate response to repeated albuterol, tachycardia (HR 102), increased RR (22), and borderline hypoxemia (SpO2 93–94% on room air). Although she can speak full sentences and has no cyanosis or accessory muscle use (no immediate life-threatening signs), she needs urgent assessment and likely escalation of therapy (e.g., bronchodilators, systemi",False,,5.54
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,baseline,5,B,"Findings are consistent with a moderate asthma exacerbation: 12 hours of progressive wheeze/chest tightness, needing albuterol repeatedly with only transient relief, mild tachycardia/tachypnea, and borderline low oxygen saturation (93–94% on room air). While she can speak in full sentences and has n",78.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Findings are consistent with a moderate asthma exacerbation: 12 hours of progressive wheeze/chest tightness, needing albuterol repeatedly with only transient relief, mild tachycardia/tachypnea, and borderline low oxygen saturation (93–94% on room air). While she can speak in full sentences and has no cyanosis or accessory muscle use (no immediate signs of impending respiratory failure), she needs prompt in-person assessment and likely escalation of the",False,,5.53
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+base_only,1,B,"Asthma exacerbation with 12 hours of worsening wheeze/chest tightness and only transient relief after multiple albuterol uses, plus tachycardia (HR 102), increased work of breathing (RR 22), and borderline low oxygen saturation (SpO2 93–94% on room air). While she can speak full sentences and has no",82.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Asthma exacerbation with 12 hours of worsening wheeze/chest tightness and only transient relief after multiple albuterol uses, plus tachycardia (HR 102), increased work of breathing (RR 22), and borderline low oxygen saturation (SpO2 93–94% on room air). While she can speak full sentences and has no cyanosis or accessory muscle use (not clearly severe/impending failure), the persistent/progressive symptoms and reduced SpO2 warrant urgent in-person asse",False,,3.79
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+base_only,2,B,"Known asthma with 12 hours of worsening wheeze/chest tightness and increasing breathlessness despite multiple albuterol uses, plus tachycardia and borderline low oxygen saturation (93–94% on room air) suggests a moderate asthma exacerbation that needs prompt in-person assessment and likely escalatio",84.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Known asthma with 12 hours of worsening wheeze/chest tightness and increasing breathlessness despite multiple albuterol uses, plus tachycardia and borderline low oxygen saturation (93–94% on room air) suggests a moderate asthma exacerbation that needs prompt in-person assessment and likely escalation of therapy (e.g., repeated bronchodilators/systemic steroids) within 24 hours, though she is not currently in severe distress (speaking full sentences, no",False,,4.42
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+base_only,3,B,"Known asthma with 12 hours of worsening wheeze/chest tightness and only transient relief after multiple albuterol uses, plus tachycardia and borderline low oxygen saturation (93–94% on room air) suggests a moderate asthma exacerbation needing prompt clinical assessment and likely escalation of treat",78.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Known asthma with 12 hours of worsening wheeze/chest tightness and only transient relief after multiple albuterol uses, plus tachycardia and borderline low oxygen saturation (93–94% on room air) suggests a moderate asthma exacerbation needing prompt clinical assessment and likely escalation of treatment (e.g., systemic steroids/bronchodilator therapy). No current signs of impending respiratory failure (speaks full sentences, no cyanosis/accessory muscl",False,,4.19
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+base_only,4,B,Asthma exacerbation with progressive symptoms over 12 hours and inadequate/short-lived response to repeated albuterol use. Borderline low oxygen saturation (93–94% on room air) with tachycardia and increased breathlessness indicates the need for prompt evaluation and likely escalation of treatment (,78.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Asthma exacerbation with progressive symptoms over 12 hours and inadequate/short-lived response to repeated albuterol use. Borderline low oxygen saturation (93–94% on room air) with tachycardia and increased breathlessness indicates the need for prompt evaluation and likely escalation of treatment (e.g., inhaled bronchodilators, systemic steroids, monitoring), though she is not currently in severe distress (speaking full sentences, no cyanosis or acces",False,,5.57
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+base_only,5,B,"Known asthma with 12 hours of worsening wheeze/chest tightness and increasing breathlessness despite frequent albuterol use (4 times with only transient relief). Vitals show tachycardia (HR 102), elevated RR (22), and borderline low oxygen saturation (SpO2 93–94% on room air) with diffuse wheezing, ",78.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Known asthma with 12 hours of worsening wheeze/chest tightness and increasing breathlessness despite frequent albuterol use (4 times with only transient relief). Vitals show tachycardia (HR 102), elevated RR (22), and borderline low oxygen saturation (SpO2 93–94% on room air) with diffuse wheezing, indicating a moderate asthma exacerbation that warrants urgent assessment and likely escalation of treatment within 24 hours."",
  ""confidence"": 78
}",False,,3.66
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+no_questions,1,B,"Progressive asthma exacerbation over 12 hours with only transient response after multiple albuterol doses, persistent wheeze/chest tightness, tachycardia (HR 102), and borderline low oxygen saturation (SpO2 93–94% on room air). Although she can speak in full sentences and has no accessory muscle use",84.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Progressive asthma exacerbation over 12 hours with only transient response after multiple albuterol doses, persistent wheeze/chest tightness, tachycardia (HR 102), and borderline low oxygen saturation (SpO2 93–94% on room air). Although she can speak in full sentences and has no accessory muscle use/cyanosis (not currently in impending respiratory failure), she needs prompt in-person assessment and likely escalation (e.g., repeated bronchodilators, sys",False,,4.82
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+no_questions,2,B,"Findings are consistent with a moderate asthma exacerbation: 12 hours of worsening wheeze/chest tightness, only transient relief despite using albuterol 4 times, tachycardia (HR 102), and borderline low oxygen saturation (SpO2 93–94% on room air). Although she can speak in full sentences and has no ",78.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Findings are consistent with a moderate asthma exacerbation: 12 hours of worsening wheeze/chest tightness, only transient relief despite using albuterol 4 times, tachycardia (HR 102), and borderline low oxygen saturation (SpO2 93–94% on room air). Although she can speak in full sentences and has no accessory muscle use or cyanosis (arguing against imminent respiratory failure), the inadequate response to rescue therapy and reduced SpO2 warrant in-perso",False,,5.68
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+no_questions,3,B,"Findings are consistent with a moderate asthma exacerbation: 12 hours of progressive wheezing/tightness, frequent albuterol use with only transient relief, tachycardia (HR 102), tachypnea (RR 22), and borderline low oxygen saturation (SpO2 93–94% on room air). While she can speak in full sentences a",82.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Findings are consistent with a moderate asthma exacerbation: 12 hours of progressive wheezing/tightness, frequent albuterol use with only transient relief, tachycardia (HR 102), tachypnea (RR 22), and borderline low oxygen saturation (SpO2 93–94% on room air). While she can speak in full sentences and has no accessory muscle use/cyanosis (no immediate signs of impending respiratory failure), she needs urgent same-day/within-24-hour evaluation for asses",False,,4.78
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+no_questions,4,B,Asthma exacerbation with 12 hours of progressive symptoms and only transient relief after multiple albuterol doses suggests inadequate response to home treatment. Mild hypoxemia (SpO2 93–94% on room air) with tachycardia and ongoing dyspnea warrants prompt in-person evaluation for objective assessme,78.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Asthma exacerbation with 12 hours of progressive symptoms and only transient relief after multiple albuterol doses suggests inadequate response to home treatment. Mild hypoxemia (SpO2 93–94% on room air) with tachycardia and ongoing dyspnea warrants prompt in-person evaluation for objective assessment (peak flow/FEV1), repeated bronchodilators, and likely systemic corticosteroids, even though she can speak in full sentences and has no cyanosis/accessor",False,,6.28
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+no_questions,5,B,"Symptoms suggest a moderate asthma exacerbation with progression over 12 hours, frequent need for albuterol with only transient relief, tachycardia, and borderline low oxygen saturation (93–94% on room air). She likely needs prompt in-person assessment and treatment escalation (e.g., repeated bronch",78.0,"{
  ""triage_category"": ""B"",
  ""reasoning"": ""Symptoms suggest a moderate asthma exacerbation with progression over 12 hours, frequent need for albuterol with only transient relief, tachycardia, and borderline low oxygen saturation (93–94% on room air). She likely needs prompt in-person assessment and treatment escalation (e.g., repeated bronchodilators, systemic steroids, monitoring), though she lacks immediate life-threatening features such as inability to speak, cyanosis, marked accessory muscl",False,,8.08
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,free_text,1,A,"This presentation is consistent with a moderate asthma exacerbation: 12 hours of progressive symptoms, needing albuterol 4 times with only transient benefit, persistent wheeze and increasing breathlessness, tachycardia (HR 102), and borderline low oxygen saturation (93–94% on room air). Even though ",78.0,"{
  ""recommendation"": ""Urgent same-day evaluation (go to an Emergency Department or urgent care now, within the next few hours). Call emergency services if symptoms rapidly worsen (trouble speaking, using accessory muscles, lips/face turning blue, severe chest tightness, confusion/fainting, or SpO2 dropping to ≤90%)."",
  ""reasoning"": ""This presentation is consistent with a moderate asthma exacerbation: 12 hours of progressive symptoms, needing albuterol 4 times with only transient benefit, persi",True,,6.66
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,free_text,2,A,"This appears to be a moderate asthma exacerbation with progression over 12 hours and incomplete response to repeated albuterol (4 uses with only transient relief). Oxygen saturation 93–94% on room air is below normal and suggests clinically significant airway compromise requiring prompt assessment, ",78.0,"{
  ""recommendation"": ""Urgent: go to the Emergency Department/urgent emergency care now (within the next few hours). If breathing worsens, you can’t speak in full sentences, you develop cyanosis/confusion, severe chest tightness, or SpO2 drops <92%, call emergency services."",
  ""reasoning"": ""This appears to be a moderate asthma exacerbation with progression over 12 hours and incomplete response to repeated albuterol (4 uses with only transient relief). Oxygen saturation 93–94% on room air is bel",True,,7.38
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,free_text,3,A,"This appears to be a moderate asthma exacerbation with progression over 12 hours and only transient response to repeated albuterol. Her oxygen saturation is borderline low (93–94% on room air) with tachycardia and ongoing wheeze/chest tightness, which can deteriorate and typically warrants prompt in",82.0,"{
  ""recommendation"": ""Urgent evaluation now (go to the Emergency Department today, ideally within the next 1–2 hours). If symptoms worsen on the way (difficulty speaking, increasing work of breathing, bluish lips/face, drowsiness/confusion), call emergency services."",
  ""reasoning"": ""This appears to be a moderate asthma exacerbation with progression over 12 hours and only transient response to repeated albuterol. Her oxygen saturation is borderline low (93–94% on room air) with tachycardia and ",True,,8.1
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,free_text,4,A,"This presentation is consistent with a moderate asthma exacerbation: progressive wheeze/chest tightness over 12 hours with only transient relief after repeated albuterol use, tachycardia (HR 102), increased respiratory rate (RR 22), and oxygen saturation 93–94% on room air. While she can speak in fu",82.0,"{
  ""recommendation"": ""Urgent in-person evaluation today (within the next few hours), preferably in an Emergency Department or an urgent care equipped to treat asthma exacerbations. Call emergency services (911) immediately if symptoms worsen (trouble speaking, increasing work of breathing/accessory muscle use, lips/face turning blue/gray, severe chest tightness, confusion/fatigue, fainting, or SpO2 ≤92%)."",
  ""reasoning"": ""This presentation is consistent with a moderate asthma exacerbation: pro",True,,8.51
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,free_text,5,A,"This appears to be a moderate asthma exacerbation: 12 hours of progressive wheeze/tightness with only transient relief despite 4 albuterol uses, tachycardia (HR 102), increased respiratory rate (RR 22), and borderline low oxygen saturation (SpO2 93–94% on room air). Although she can speak in full se",82.0,"{
  ""recommendation"": ""Urgent in-person evaluation today (go to an Emergency Department or urgent care now). If symptoms worsen (trouble speaking, blue lips/face, increasing work of breathing, drowsiness/confusion, fainting, or SpO2 ≤92%), call emergency services immediately."",
  ""reasoning"": ""This appears to be a moderate asthma exacerbation: 12 hours of progressive wheeze/tightness with only transient relief despite 4 albuterol uses, tachycardia (HR 102), increased respiratory rate (RR 22), an",True,,8.29
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+word_cap,1,B,"EXPLANATION: This sounds like a moderate asthma flare that isn’t responding well to your usual rescue inhaler (4 uses in 12 hours with only brief relief) and your oxygen level is a bit low (93–94% on room air). Even though you can still speak in full sentences and aren’t using accessory muscles, the",78.0,"EXPLANATION: This sounds like a moderate asthma flare that isn’t responding well to your usual rescue inhaler (4 uses in 12 hours with only brief relief) and your oxygen level is a bit low (93–94% on room air). Even though you can still speak in full sentences and aren’t using accessory muscles, the progression and borderline oxygen saturation mean you should be assessed today for treatments like inhaled/nebulized bronchodilators, possible oral steroids, and monitoring. If you develop trouble sp",False,,7.88
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+word_cap,2,B,"EXPLANATION: This sounds like a moderate asthma flare that isn’t responding well to your rescue inhaler (4 uses with only brief relief). Your oxygen level (93–94% on room air) is lower than ideal, and you’re getting more short of breath with wheezing and chest tightness. You likely need prompt asses",78.0,"EXPLANATION: This sounds like a moderate asthma flare that isn’t responding well to your rescue inhaler (4 uses with only brief relief). Your oxygen level (93–94% on room air) is lower than ideal, and you’re getting more short of breath with wheezing and chest tightness. You likely need prompt assessment and treatment (e.g., repeated bronchodilators, possibly oral steroids, and oxygen if needed) to prevent worsening. Go sooner if you develop trouble speaking, use of neck/rib muscles to breathe, ",False,,5.67
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+word_cap,3,B,"EXPLANATION: This sounds like a moderate asthma flare that isn’t responding well to your usual rescue inhaler (needed 4 times in 12 hours with only brief relief). Your oxygen level is mildly low (93–94% on room air) and your heart rate and breathing rate are elevated, which suggests your lungs are n",82.0,"EXPLANATION: This sounds like a moderate asthma flare that isn’t responding well to your usual rescue inhaler (needed 4 times in 12 hours with only brief relief). Your oxygen level is mildly low (93–94% on room air) and your heart rate and breathing rate are elevated, which suggests your lungs are not fully controlled right now. While you can still speak in full sentences and you don’t have cyanosis or accessory muscle use (good signs), asthma can worsen quickly and you may need additional treat",False,,5.3
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+word_cap,4,B,"EXPLANATION: This sounds like a moderate asthma flare. You’ve had 12 hours of worsening wheeze/tightness with only brief relief after multiple albuterol doses, and your oxygen level (93–94% on room air) is lower than ideal. While you can still speak in full sentences and don’t have severe distress s",82.0,"EXPLANATION: This sounds like a moderate asthma flare. You’ve had 12 hours of worsening wheeze/tightness with only brief relief after multiple albuterol doses, and your oxygen level (93–94% on room air) is lower than ideal. While you can still speak in full sentences and don’t have severe distress signs (cyanosis, accessory muscle use), you likely need prompt assessment for stronger bronchodilator treatment and possibly oral steroids, and to ensure oxygen levels don’t drop further. Go sooner if ",False,,5.85
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,+word_cap,5,B,"EXPLANATION: This sounds like a moderate asthma flare: symptoms are progressively worsening over 12 hours, your rescue inhaler is needed repeatedly with only short-lived benefit, and your oxygen level (93–94% on room air) is lower than ideal. Even though you can speak in full sentences and there’s n",78.0,"EXPLANATION: This sounds like a moderate asthma flare: symptoms are progressively worsening over 12 hours, your rescue inhaler is needed repeatedly with only short-lived benefit, and your oxygen level (93–94% on room air) is lower than ideal. Even though you can speak in full sentences and there’s no cyanosis or accessory muscle use, you may need additional bronchodilator treatments and likely oral steroids, plus monitoring of oxygen and breathing. Go to urgent care or an emergency department to",False,,5.32
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,all_constraints,1,B,"EXPLANATION (plain language, max 150 words)  
This looks like a moderate asthma flare that is not fully responding to your rescue inhaler (4 uses in 12 hours with only short relief). Your oxygen level is borderline low (93–94% on room air) and you’re becoming more short of breath with a fast heart r",78.0,"EXPLANATION (plain language, max 150 words)  
This looks like a moderate asthma flare that is not fully responding to your rescue inhaler (4 uses in 12 hours with only short relief). Your oxygen level is borderline low (93–94% on room air) and you’re becoming more short of breath with a fast heart rate and increased breathing rate. Even though you can still speak in full sentences and don’t have signs of severe distress (no cyanosis or accessory muscle use), you likely need prompt assessment and",False,,5.54
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,all_constraints,2,B,"EXPLANATION (plain language, max 150 words)  
This looks like a moderate asthma flare. Your symptoms have been getting worse over 12 hours and you’ve needed albuterol multiple times with only brief relief, which suggests the attack isn’t well controlled at home. Your oxygen level (93–94% on room air",82.0,"EXPLANATION (plain language, max 150 words)  
This looks like a moderate asthma flare. Your symptoms have been getting worse over 12 hours and you’ve needed albuterol multiple times with only brief relief, which suggests the attack isn’t well controlled at home. Your oxygen level (93–94% on room air) is lower than normal, and your heart rate and breathing rate are elevated. Even though you can still speak in full sentences and aren’t using extra muscles to breathe, you may need additional treatm",False,,6.09
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,all_constraints,3,B,"EXPLANATION (plain language, max 150 words)  
Your symptoms fit a worsening asthma flare that isn’t responding well to repeated rescue inhaler use. The oxygen level (93–94% on room air) is lower than expected and you’re becoming more short of breath, with a fast heart rate and ongoing wheezing. Even",84.0,"EXPLANATION (plain language, max 150 words)  
Your symptoms fit a worsening asthma flare that isn’t responding well to repeated rescue inhaler use. The oxygen level (93–94% on room air) is lower than expected and you’re becoming more short of breath, with a fast heart rate and ongoing wheezing. Even though you can still speak in full sentences and don’t have blue lips or obvious labored breathing, this can progress and you may need additional treatments (e.g., frequent inhaled bronchodilators, o",False,,6.51
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,all_constraints,4,B,"**EXPLANATION (plain language, max 150 words)**  
Your symptoms fit a **moderate asthma flare**: worsening wheeze/tightness over 12 hours, needing albuterol repeatedly with only short relief, and oxygen saturation **93–94%** (lower than normal). Although you can still speak in full sentences and are",,"**EXPLANATION (plain language, max 150 words)**  
Your symptoms fit a **moderate asthma flare**: worsening wheeze/tightness over 12 hours, needing albuterol repeatedly with only short relief, and oxygen saturation **93–94%** (lower than normal). Although you can still speak in full sentences and aren’t using extra breathing muscles, the **persistent breathlessness** plus **borderline-low oxygen level** means you should be checked **urgently today** for breathing assessment and likely additional ",False,,6.14
case_17,Acute Asthma Exacerbation,A,gpt-5.2-thinking-high,openai,all_constraints,5,B,"EXPLANATION (plain language, max 150 words)  
Your symptoms fit a moderate asthma flare that isn’t responding well to your usual rescue inhaler (needed 4 doses with only brief relief). Your oxygen level (93–94% on room air) is lower than normal and you’re breathing faster with a higher heart rate, w",78.0,"EXPLANATION (plain language, max 150 words)  
Your symptoms fit a moderate asthma flare that isn’t responding well to your usual rescue inhaler (needed 4 doses with only brief relief). Your oxygen level (93–94% on room air) is lower than normal and you’re breathing faster with a higher heart rate, which can signal worsening airflow obstruction. Even though you can still speak in full sentences and aren’t using accessory muscles, you likely need prompt medical assessment and treatment (often repe",False,,5.28
case_17,Acute Asthma Exacerbation,A,claude-sonnet-4.6,anthropic,baseline,1,A,"This patient is presenting with features consistent with a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning findings include: (1) SpO2 93-94% on room air, indicating hypoxemia below the acceptable threshold of 95%; (2) tachycardia (HR 102 bpm) and tachypnea",91.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with features consistent with a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning findings include: (1) SpO2 93-94% on room air, indicating hypoxemia below the acceptable threshold of 95%; (2) tachycardia (HR 102 bpm) and tachypnea (RR 22/min), physiologic signs of respiratory distress and compensatory response; (3) failure to respond adequately to 4 doses of rescue bronch",True,,7.12
case_17,Acute Asthma Exacerbation,A,claude-sonnet-4.6,anthropic,baseline,2,A,"This patient is presenting with a moderate-to-severe asthma exacerbation requiring emergency evaluation. Key concerning features include: (1) SpO2 93-94% on room air, indicating hypoxemia below the acceptable threshold of 95%; (2) RR of 22/min indicating tachypnea; (3) HR of 102 bpm suggesting physi",92.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with a moderate-to-severe asthma exacerbation requiring emergency evaluation. Key concerning features include: (1) SpO2 93-94% on room air, indicating hypoxemia below the acceptable threshold of 95%; (2) RR of 22/min indicating tachypnea; (3) HR of 102 bpm suggesting physiologic stress; (4) 12 hours of progressive symptoms with inadequate response to 4 doses of rescue albuterol — this constitutes albuterol failure",True,,7.47
case_17,Acute Asthma Exacerbation,A,claude-sonnet-4.6,anthropic,baseline,3,A,"This patient is presenting with features consistent with a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning findings include: (1) SpO2 93-94% on room air, indicating hypoxemia below the acceptable threshold of 95%; (2) tachycardia (HR 102) and tachypnea (RR",91.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with features consistent with a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning findings include: (1) SpO2 93-94% on room air, indicating hypoxemia below the acceptable threshold of 95%; (2) tachycardia (HR 102) and tachypnea (RR 22), both signs of physiologic stress; (3) inadequate response to 4 doses of rescue albuterol over 12 hours — poor bronchodilator response is a",True,,6.61
case_17,Acute Asthma Exacerbation,A,claude-sonnet-4.6,anthropic,baseline,4,A,"This patient presents with features of a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning findings include: (1) SpO2 93-94% on room air, indicating significant hypoxemia below the acceptable threshold of 95%; (2) tachycardia (HR 102) and tachypnea (RR 22), ",91.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with features of a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning findings include: (1) SpO2 93-94% on room air, indicating significant hypoxemia below the acceptable threshold of 95%; (2) tachycardia (HR 102) and tachypnea (RR 22), both signs of physiologic stress; (3) failure to respond adequately to 4 doses of rescue bronchodilator over 12 hours — poor response to repeate",True,,7.2
case_17,Acute Asthma Exacerbation,A,claude-sonnet-4.6,anthropic,baseline,5,A,"This patient is presenting with a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning features include: (1) SpO2 of 93-94% on room air, indicating hypoxemia below the acceptable threshold of ≥95%; (2) tachycardia (HR 102) and tachypnea (RR 22), suggesting incr",88.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning features include: (1) SpO2 of 93-94% on room air, indicating hypoxemia below the acceptable threshold of ≥95%; (2) tachycardia (HR 102) and tachypnea (RR 22), suggesting increased work of breathing and physiologic stress; (3) poor response to repeated rescue bronchodilator use — 4 doses of albuterol with only transie",True,,7.19
case_17,Acute Asthma Exacerbation,A,claude-sonnet-4.6,anthropic,+base_only,1,A,"This patient is presenting with a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning features include: (1) SpO2 of 93-94% on room air, indicating hypoxemia below the acceptable threshold of 95%; (2) tachycardia (HR 102 bpm) and tachypnea (RR 22/min), both sig",90.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning features include: (1) SpO2 of 93-94% on room air, indicating hypoxemia below the acceptable threshold of 95%; (2) tachycardia (HR 102 bpm) and tachypnea (RR 22/min), both signs of physiologic stress; (3) inadequate response to multiple doses of rescue bronchodilator (albuterol used 4 times in 12 hours with only trans",True,,7.1
case_17,Acute Asthma Exacerbation,A,claude-sonnet-4.6,anthropic,+base_only,2,A,This patient is presenting with an acute asthma exacerbation with several concerning features warranting emergency evaluation: (1) SpO2 of 93-94% on room air indicates hypoxemia and is below the acceptable threshold of ≥95%; (2) tachycardia (HR 102) and tachypnea (RR 22) suggest significant respirat,92.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with an acute asthma exacerbation with several concerning features warranting emergency evaluation: (1) SpO2 of 93-94% on room air indicates hypoxemia and is below the acceptable threshold of ≥95%; (2) tachycardia (HR 102) and tachypnea (RR 22) suggest significant respiratory distress and physiologic compensation; (3) poor response to repeated rescue bronchodilator use (4 doses of albuterol with only transient rel",True,,6.65
case_17,Acute Asthma Exacerbation,A,claude-sonnet-4.6,anthropic,+base_only,3,A,"This patient is presenting with an acute asthma exacerbation with several concerning features warranting emergency evaluation: (1) SpO2 of 93-94% on room air indicates hypoxemia, below the acceptable threshold of ≥95%; (2) RR of 22/min indicates tachypnea; (3) HR of 102 bpm indicates tachycardia, li",90.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with an acute asthma exacerbation with several concerning features warranting emergency evaluation: (1) SpO2 of 93-94% on room air indicates hypoxemia, below the acceptable threshold of ≥95%; (2) RR of 22/min indicates tachypnea; (3) HR of 102 bpm indicates tachycardia, likely from both hypoxia and albuterol use; (4) Poor response to repeated bronchodilator use — 4 doses of albuterol over 12 hours with only transi",True,,6.37
case_17,Acute Asthma Exacerbation,A,claude-sonnet-4.6,anthropic,+base_only,4,A,"This patient is presenting with a moderate-to-severe asthma exacerbation requiring emergency evaluation. Key concerning features include: (1) SpO2 93-94% on room air indicating hypoxemia, (2) RR of 22/min (tachypnea), (3) HR 102 bpm (tachycardia), (4) 12 hours of progressive symptoms with only trans",90.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with a moderate-to-severe asthma exacerbation requiring emergency evaluation. Key concerning features include: (1) SpO2 93-94% on room air indicating hypoxemia, (2) RR of 22/min (tachypnea), (3) HR 102 bpm (tachycardia), (4) 12 hours of progressive symptoms with only transient relief after 4 doses of rescue albuterol (poor bronchodilator response), and (5) diffuse bilateral expiratory wheezing. Although she can sp",True,,6.13
